GEO_ID|B11001_E001|B11001_M001|B11001_E002|B11001_M002|B11001_E003|B11001_M003|B11001_E004|B11001_M004|B11001_E005|B11001_M005|B11001_E006|B11001_M006|B11001_E007|B11001_M007|B11001_E008|B11001_M008|B11001_E009|B11001_M009
04000E0US02|18899|280|10998|498|8530|480|2468|303|692|167|1776|263|7901|497|6081|509|1820|294
04000E0US04|93420|1012|63491|1087|43877|1125|19614|988|5838|512|13776|787|29929|1088|25099|1070|4830|594
04000E0US05|237161|1895|154059|2063|110369|1879|43690|1536|12062|893|31628|1440|83102|2133|72434|2142|10668|792
04000E0US06|234291|1541|140719|2074|102280|1905|38439|1387|12342|913|26097|1103|93572|2058|73662|1864|19910|1095
04000E0US08|178071|1372|109795|1871|87604|1995|22191|1212|8056|810|14135|907|68276|2001|52593|1744|15683|927
04000E0US09|87257|754|57097|1194|43292|1165|13805|1040|4576|509|9229|890|30160|1054|23819|961|6341|727
04000E0US10|106441|1143|72029|1405|56504|1396|15525|891|4008|523|11517|753|34412|1362|28523|1282|5889|511
04000E0US12|139762|1404|91032|1640|65477|1639|25555|1161|8311|688|17244|980|48730|1853|37730|1820|11000|1078
04000E0US13|402177|2008|267781|2586|182887|2847|84894|2028|21921|1158|62973|1732|134396|2464|112955|2497|21441|1270
04000E0US15|97704|1029|64486|1407|46040|1353|18446|899|6022|544|12424|815|33218|1230|25019|1038|8199|686
04000E0US16|127255|1093|87517|1636|72326|1662|15191|982|5022|418|10169|863|39738|1651|30513|1320|9225|999
04000E0US17|421639|1824|255113|2017|188553|1916|66560|1814|21208|1083|45352|1496|166526|2132|140389|2151|26137|1038
04000E0US18|407496|1610|268158|2232|204936|2401|63222|1694|22288|1226|40934|1272|139338|2285|116375|2505|22963|1168
04000E0US19|200782|1288|124168|1318|96474|1508|27694|1105|9515|593|18179|828|76614|1738|63158|1864|13456|940
04000E0US20|177595|1143|111114|1513|83107|1542|28007|1158|8805|726|19202|1013|66481|1624|54740|1570|11741|755
04000E0US21|369574|1881|242120|2398|176123|2173|65997|1812|19788|986|46209|1549|127454|2070|105828|1968|21626|1413
04000E0US22|163032|1349|102666|1744|65823|1521|36843|1354|9934|884|26909|1058|60366|2000|51214|1840|9152|829
04000E0US23|54312|666|33109|934|24080|876|9029|746|3016|444|6013|528|21203|967|17132|898|4071|455
04000E0US24|81497|804|49725|1128|36579|1123|13146|708|3461|442|9685|640|31772|1127|26666|1149|5106|489
04000E0US25|44406|797|27104|954|20812|752|6292|679|2030|380|4262|525|17302|748|13663|765|3639|386
04000E0US26|383929|2058|244748|1872|189647|1796|55101|1481|20117|1121|34984|991|139181|1941|110355|1839|28826|1122
04000E0US27|316372|1557|200772|1653|159273|1589|41499|1212|14618|735|26881|875|115600|1691|95818|1604|19782|945
04000E0US28|359981|2114|227261|2481|148632|2628|78629|2064|16421|1144|62208|1760|132720|2373|114643|2390|18077|1261
04000E0US29|261940|1563|165824|1849|123707|1841|42117|1478|13232|850|28885|1216|96116|1995|78820|1918|17296|919
04000E0US30|59652|602|36493|911|29429|962|7064|560|2519|357|4545|488|23159|824|19088|849|4071|454
04000E0US31|141887|981|89947|1308|69262|1340|20685|969|6624|607|14061|825|51940|1312|43431|1257|8509|661
04000E0US32|80176|918|53214|1153|41889|1090|11325|912|4615|637|6710|708|26962|1157|22006|1221|4956|563
04000E0US33|171583|1227|110237|1660|88733|1626|21504|862|7917|658|13587|831|61346|1577|47645|1606|13701|763
04000E0US35|227731|1836|143994|2261|95325|2158|48669|1970|16094|1135|32575|1670|83737|1787|71178|1837|12559|791
04000E0US36|412450|1912|249424|2124|182528|2023|66896|1601|21955|934|44941|1317|163026|2179|131813|2001|31213|1245
04000E0US37|614222|2406|399065|3272|280892|3539|118173|2579|30701|1498|87472|2290|215157|3013|182063|2958|33094|1371
04000E0US38|46955|885|28269|887|22093|894|6176|638|2902|520|3274|440|18686|982|15633|926|3053|460
04000E0US39|662855|2320|423672|2830|323020|3195|100652|2794|34715|1683|65937|1790|239183|2865|201020|2607|38163|1435
04000E0US40|289509|1370|182967|1837|131672|1931|51295|1229|15428|648|35867|1057|106542|1828|88904|1824|17638|883
04000E0US41|238589|1366|148932|1908|109835|2041|39097|1638|12617|864|26480|1314|89657|1872|71870|1844|17787|1064
04000E0US42|561516|2132|360903|2390|275960|2307|84943|1720|29096|1081|55847|1646|200613|2428|167630|2211|32983|1235
04000E0US45|169755|1512|110492|1748|76787|1733|33705|1357|8356|764|25349|1193|59263|1487|52293|1438|6970|596
04000E0US46|98591|888|55827|1145|45542|1149|10285|700|4161|482|6124|515|42764|1240|34950|1148|7814|583
04000E0US47|376177|1788|247232|2704|183876|2597|63356|1939|19496|1204|43860|1331|128945|2484|108636|2313|20309|1266
04000E0US48|592141|2534|404241|3422|293360|3218|110881|2653|30422|1340|80459|2292|187900|3298|159757|3131|28143|1487
04000E0US49|89515|966|65462|1143|54952|1173|10510|708|3938|498|6572|527|24053|1097|19259|1037|4794|518
04000E0US50|123982|949|72989|1267|57424|1223|15565|798|4946|500|10619|601|50993|1291|41009|1238|9984|697
04000E0US51|101986|1045|62876|1345|42725|1232|20151|1045|5178|574|14973|906|39110|1326|34101|1404|5009|502
04000E0US53|257331|1669|164436|1889|127208|2184|37228|1587|12719|932|24509|1236|92895|2026|71610|1938|21285|1234
04000E0US54|104872|1012|66234|1221|49431|1169|16803|898|5218|449|11585|785|38638|1280|32285|1227|6353|581
04000E0US55|354532|1427|222103|1661|176248|1574|45855|1258|16235|848|29620|873|132429|1786|107147|1878|25282|923
04000E0US56|112331|973|69014|1327|55070|1308|13944|833|5298|593|8646|733|43317|1293|34193|1341|9124|686
04000E0US72|54166|1078|35318|1066|19682|1015|15636|917|4324|517|11312|762|18848|869|16064|883|2784|435
04000E1US01|84925|1351|53198|1065|33034|1183|20164|1088|4411|606|15753|1027|31727|1425|27311|1366|4416|574
04000E1US02|16582|280|9391|493|7200|472|2191|308|579|167|1612|262|7191|502|5558|505|1633|276
04000E1US04|23543|597|15028|574|10685|618|4343|547|1111|247|3232|497|8515|696|7272|642|1243|303
04000E1US05|92276|1321|54395|1247|33380|1148|21015|1220|4711|584|16304|1013|37881|1497|32572|1454|5309|602
04000E1US06|59929|1027|30961|923|19558|905|11403|752|3119|438|8284|691|28968|1346|22338|1228|6630|631
04000E1US08|55184|1054|31319|973|23403|956|7916|782|2835|563|5081|646|23865|1262|19074|1119|4791|499
04000E1US09|18685|528|10972|511|7225|522|3747|451|1099|255|2648|432|7713|625|6086|564|1627|333
04000E1US10|3516|283|2415|279|1411|306|1004|255|190|98|814|248|1101|266|1016|247|85|91
04000E1US12|32912|957|19642|868|12491|772|7151|723|1699|368|5452|646|13270|1017|10090|859|3180|495
04000E1US13|128815|1624|74749|1710|42559|1295|32190|1425|6511|758|25679|1442|54066|1889|44653|1676|9413|866
04000E1US15|28995|955|18416|902|12806|888|5610|578|1265|276|4345|504|10579|784|7809|599|2770|524
04000E1US16|42497|759|26008|997|20270|990|5738|714|1645|272|4093|619|16489|1132|10838|804|5651|834
04000E1US17|165280|1721|85487|1414|55356|1380|30131|1327|9052|822|21079|1072|79793|1853|67074|1929|12719|797
04000E1US18|152912|1643|87383|1248|57705|1382|29678|1110|9897|779|19781|989|65529|1821|54163|1882|11366|800
04000E1US19|108612|1180|62044|987|45042|1129|17002|872|5233|486|11769|703|46568|1447|38568|1496|8000|756
04000E1US20|119108|1128|69892|1310|48322|1249|21570|1064|6544|639|15026|886|49216|1380|39695|1336|9521|656
04000E1US21|106146|1248|59312|1140|37798|1037|21514|989|5796|598|15718|961|46834|1362|37760|1332|9074|789
04000E1US22|49972|1063|27927|835|15043|719|12884|812|2774|407|10110|672|22045|1029|17689|1009|4356|524
04000E1US23|16257|532|7482|442|4542|438|2940|375|653|207|2287|353|8775|663|7179|635|1596|288
04000E1US24|27230|617|15265|605|10057|557|5208|468|980|217|4228|439|11965|681|10358|660|1607|314
04000E1US25|12699|574|7193|437|5151|404|2042|382|717|281|1325|232|5506|455|4257|439|1249|319
04000E1US26|85955|1038|43424|829|29217|999|14207|690|4422|431|9785|599|42531|1199|32559|1114|9972|744
04000E1US27|133459|1573|75190|1186|54539|1096|20651|1057|6161|586|14490|768|58269|1650|48100|1509|10169|795
04000E1US28|135019|1660|73682|1523|40734|1437|32948|1159|6022|784|26926|1118|61337|1768|51508|1786|9829|1095
04000E1US29|98628|1354|54345|1053|35279|1073|19066|973|5223|549|13843|895|44283|1387|35986|1347|8297|646
04000E1US30|26922|535|14365|593|10985|676|3380|388|1071|234|2309|345|12557|718|10675|671|1882|334
04000E1US31|82233|764|48049|1071|34675|1095|13374|868|3542|434|9832|767|34184|1088|28219|1070|5965|610
04000E1US32|38821|744|24926|832|18722|812|6204|649|2421|442|3783|548|13895|845|10901|817|2994|421
04000E1US33|47000|916|25995|636|19040|766|6955|582|2442|417|4513|457|21005|974|16411|956|4594|557
04000E1US35|115559|1626|69259|1547|45046|1443|24213|1398|8180|814|16033|1265|46300|1488|39214|1388|7086|677
04000E1US36|103036|949|51682|867|30516|935|21166|866|6247|635|14919|753|51354|1120|41592|1101|9762|756
04000E1US37|157056|1654|90891|1613|54635|1388|36256|1511|7552|784|28704|1365|66165|1708|55448|1834|10717|704
04000E1US38|32428|763|18082|794|13424|836|4658|579|2201|493|2457|417|14346|944|11897|864|2449|442
04000E1US39|213451|1802|115218|1516|77671|1472|37547|1561|11856|915|25691|1212|98233|2059|82221|1893|16012|936
04000E1US40|149139|1339|85789|1365|56847|1386|28942|961|7912|570|21030|763|63350|1657|51812|1757|11538|811
04000E1US41|80210|1007|47175|962|32114|1047|15061|978|4400|629|10661|892|33035|1129|26666|1100|6369|614
04000E1US42|81243|1215|42422|882|28029|988|14393|805|4369|483|10024|729|38821|1378|31565|1351|7256|710
04000E1US45|30739|953|17246|673|9769|637|7477|640|1759|457|5718|561|13493|945|12033|892|1460|305
04000E1US46|67643|760|34512|956|27073|906|7439|580|2932|383|4507|461|33131|1062|26810|1095|6321|529
04000E1US47|107242|1594|61486|1410|38774|1060|22712|1184|5861|694|16851|1002|45756|1713|37838|1566|7918|837
04000E1US48|272660|2397|170574|1913|112210|2234|58364|1719|14336|994|44028|1471|102086|2580|85313|2523|16773|1323
04000E1US49|31699|685|21899|607|17172|732|4727|544|1668|317|3059|426|9800|768|7336|692|2464|365
04000E1US50|19114|581|9255|547|6495|510|2760|399|966|296|1794|332|9859|710|7946|650|1913|418
04000E1US51|28294|549|15640|665|8510|472|7130|572|1626|318|5504|475|12654|710|11269|689|1385|310
04000E1US53|76918|1372|41701|887|28464|1149|13237|915|3544|476|9693|863|35217|1528|24972|1254|10245|1021
04000E1US54|21762|636|11616|442|7836|410|3780|381|1046|210|2734|351|10146|805|8107|702|2039|353
04000E1US55|109728|1255|58706|1038|41827|993|16879|923|5187|592|11692|641|51022|1429|40170|1446|10852|721
04000E1US56|63435|844|35827|980|27056|910|8771|770|3207|543|5564|637|27608|957|21019|989|6589|601
04000E1US72|12143|636|7086|606|3165|428|3921|543|944|279|2977|451|5057|446|4316|437|741|201
04000E2US01|193653|1694|132565|1423|97679|1815|34886|1423|10451|737|24435|1238|61088|1771|54145|1676|6943|510
04000E2US02|2317|92|1607|93|1330|95|277|69|113|48|164|46|710|112|523|107|187|65
04000E2US04|69877|1004|48463|958|33192|959|15271|816|4727|495|10544|662|21414|1010|17827|917|3587|510
04000E2US05|144885|1416|99664|1587|76989|1294|22675|1101|7351|714|15324|982|45221|1542|39862|1524|5359|591
04000E2US06|174362|1493|109758|1591|82722|1689|27036|1211|9223|778|17813|999|64604|1707|51324|1524|13280|949
04000E2US08|122887|1377|78476|1378|64201|1639|14275|976|5221|622|9054|689|44411|1567|33519|1408|10892|783
04000E2US09|68572|787|46125|979|36067|984|10058|867|3477|457|6581|726|22447|871|17733|869|4714|605
04000E2US10|102925|1087|69614|1442|55093|1409|14521|909|3818|513|10703|755|33311|1368|27507|1277|5804|520
04000E2US12|106850|1346|71390|1347|52986|1431|18404|1078|6612|681|11792|923|35460|1569|27640|1476|7820|931
04000E2US13|273362|1861|193032|1833|140328|2408|52704|1644|15410|873|37294|1333|80330|2029|68302|1961|12028|866
04000E2US15|68709|1174|46070|1276|33234|1152|12836|880|4757|538|8079|687|22639|983|17210|946|5429|467
04000E2US16|84758|1084|61509|1176|52056|1178|9453|605|3377|339|6076|538|23249|1129|19675|1108|3574|388
04000E2US17|256359|1485|169626|1265|133197|1264|36429|1197|12156|715|24273|892|86733|1422|73315|1353|13418|693
04000E2US18|254584|1544|180775|1938|147231|2008|33544|1214|12391|902|21153|846|73809|1774|62212|1684|11597|841
04000E2US19|92170|951|62124|796|51432|870|10692|661|4282|384|6410|479|30046|1101|24590|1105|5456|480
04000E2US20|58487|746|41222|703|34785|778|6437|502|2261|299|4176|429|17265|803|15045|787|2220|287
04000E2US21|263428|1747|182808|2090|138325|1832|44483|1502|13992|831|30491|1296|80620|1830|68068|1825|12552|918
04000E2US22|113060|1190|74739|1443|50780|1333|23959|1157|7160|758|16799|921|38321|1706|33525|1574|4796|679
04000E2US23|38055|687|25627|693|19538|665|6089|612|2363|434|3726|376|12428|672|9953|648|2475|323
04000E2US24|54267|805|34460|845|26522|773|7938|549|2481|395|5457|493|19807|908|16308|863|3499|399
04000E2US25|31707|806|19911|833|15661|672|4250|538|1313|281|2937|465|11796|668|9406|669|2390|317
04000E2US26|297974|1812|201324|1629|160430|1402|40894|1187|15695|934|25199|818
