GEO_ID|B11001_E001|B11001_M001|B11001_E002|B11001_M002|B11001_E003|B11001_M003|B11001_E004|B11001_M004|B11001_E005|B11001_M005|B11001_E006|B11001_M006|B11001_E007|B11001_M007|B11001_E008|B11001_M008|B11001_E009|B11001_M009
0400000US40|1562389|2824|1004739|4301|731372|4229|273367|3224|84154|1792|189213|2531|557650|4442|462709|4242|94941|2285
0400000US41|1718422|4082|1059526|5190|801915|6105|257611|4082|83568|2594|174043|3258|658896|4669|488792|4618|170104|2940
0400000US42|5274853|8848|3291192|10697|2437812|12037|853380|8182|246246|3834|607134|6643|1983661|8951|1629974|8748|353687|4951
0400000US44|441570|1908|270523|2727|192500|2922|78023|2597|22677|1317|55346|2244|171047|2748|134164|2424|36883|1550
0400000US45|2117989|5782|1377369|7257|998170|8118|379199|5493|95077|3223|284122|4164|740620|6537|618603|6770|122017|3189
0400000US46|365544|1728|224058|1901|176597|2075|47461|1357|17711|881|29750|1060|141486|1985|116755|1923|24731|1093
0400000US47|2824277|6378|1813072|7884|1321068|8623|492004|6091|135443|3515|356561|4936|1011205|7265|832106|6903|179099|3650
0400000US48|10992816|15813|7443447|19621|5376819|24036|2066628|14868|591475|7801|1475153|12051|3549369|13917|2885361|14120|664008|8934
0400000US49|1124822|2819|816862|3686|663045|4333|153817|2782|53699|1671|100118|2526|307960|3244|229564|3176|78396|2355
0400000US50|273416|1473|161102|1749|126972|1690|34130|1193|10979|693|23151|1011|112314|1787|84729|1775|27585|1020
0400000US51|3365732|7402|2181475|9035|1638116|10855|543359|6376|154457|3417|388902|4933|1184257|6750|958467|6997|225790|3741
0400000US53|3064820|5874|1942412|8112|1506003|8912|436409|6422|145719|3785|290690|4760|1122408|7569|848664|6763|273744|3659
0400000US54|728655|3249|456055|3254|340756|3617|115299|2464|35852|1515|79447|2011|272600|3330|227957|3225|44643|1622
0400000US55|2479480|5787|1500296|5622|1161326|6077|338970|4077|112650|2599|226320|2821|979184|5282|781452|5545|197732|2870
0400000US56|243318|1490|150422|1715|120361|1670|30061|1250|10921|891|19140|1094|92896|1883|76502|1997|16394|966
0400000US72|1290866|4630|817726|5037|446468|4300|371258|4078|85969|2124|285289|4122|473140|4478|405721|3957|67419|2089
04000A0US01|1839199|5702|1185158|6035|846708|6026|338450|4499|80887|2626|257563|3923|654041|5960|563744|6217|90297|3086
04000A0US02|203724|1408|130094|1756|99820|1833|30274|1330|11002|735|19272|1067|73630|1646|57638|1633|15992|963
04000A0US04|2822431|6502|1813715|7440|1321493|7817|492222|5253|158747|3616|333475|4073|1008716|7180|775996|6898|232720|3845
04000A0US05|976090|3958|631340|5173|459640|4609|171700|3077|46565|2046|125135|2707|344750|4073|287268|3991|57482|2273
04000A0US06|13445785|17433|9124860|23723|6505553|29496|2619307|12379|852822|7948|1766485|9049|4320925|13912|3259165|12947|1061760|7709
04000A0US08|2251637|3868|1390702|5862|1087052|7013|303650|4484|102759|2605|200891|3678|860935|5680|640329|5868|220606|3873
04000A0US09|1434007|3233|921388|5277|668528|6278|252860|4227|71139|2449|181721|3526|512619|4874|416723|5021|95896|2508
04000A0US10|402038|1657|261870|2757|189962|2778|71908|2391|18730|1167|53178|2104|140168|2694|114643|2463|25525|1419
04000A0US11|324491|1816|132514|2798|80186|2295|52328|1586|9951|974|42377|1483|191977|3036|153560|2868|38417|1492
04000A0US12|8644405|20018|5580560|20141|4035816|23173|1544744|9975|448603|8065|1096141|8793|3063845|12751|2442096|13095|621749|6809
04000A0US13|3794814|8646|2511027|11294|1759957|12898|751070|7817|185144|3729|565926|7125|1283787|8951|1046421|8202|237366|4645
04000A0US15|492453|2224|335019|2849|244742|2796|90277|2278|28623|1368|61654|1729|157434|2546|123187|2223|34247|1385
04000A0US16|656893|2281|451515|3673|362462|3615|89053|2231|31261|1498|57792|1535|205378|3424|157246|3536|48132|1888
04000A0US17|4783673|7337|2971420|9669|2159599|11207|811821|7725|235842|3944|575979|7153|1812253|9383|1488842|9102|323411|4256
04000A0US18|2534954|5638|1609540|6743|1191632|7637|417908|5491|126758|3472|291150|4313|925414|6427|753345|6318|172069|3307
04000A0US19|1005090|2996|613276|3452|474055|3989|139221|2649|44226|1391|94995|2228|391814|3545|309317|3654|82497|2193
04000A0US20|1000964|3413|635544|3581|489618|4016|145926|3049|45181|1831|100745|2327|365420|3644|296395|3911|69025|2242
04000A0US21|1501615|4440|951183|4693|690270|5673|260913|4033|77534|2103|183379|3371|550432|4441|450127|4724|100305|2844
04000A0US22|1688073|4764|1055452|6422|703635|6969|351817|4460|90703|2504|261114|3797|632621|6032|533981|5741|98640|2604
04000A0US23|406513|1758|248301|2582|195590|2669|52711|1750|16741|1135|35970|1347|158212|2520|123083|2274|35129|1520
04000A0US24|2329362|3695|1514100|6486|1074940|7346|439160|5198|118793|3220|320367|3775|815262|5229|666755|5222|148507|3231
04000A0US25|2785042|5182|1737385|6913|1277065|7760|460320|6499|130288|3401|330032|5911|1047657|7316|800741|6514|246916|4479
04000A0US26|3767541|7207|2349465|7929|1724427|9312|625038|6174|183794|3889|441244|4732|1418076|6160|1155466|6585|262610|4484
04000A0US27|2104039|4736|1308433|4640|1025045|5985|283388|4456|92668|2211|190720|3561|795606|4513|624122|5072|171484|2744
04000A0US28|927989|3639|602733|4612|402417|4546|200316|3400|43547|1765|156769|2775|325256|4456|280844|3683|44412|1994
04000A0US29|2182059|5465|1344752|6565|999132|6968|345620|4736|99690|2458|245930|4245|837307|5626|684508|5788|152799|2747
04000A0US30|318715|3843|188921|3287|151521|3289|37400|1278|14127|943|23273|1034|129794|2395|98990|2400|30804|1237
04000A0US31|661243|2189|413536|2962|317165|2987|96371|2303|30662|1454|65709|2066|247707|2818|201135|2583|46572|1581
04000A0US32|1191319|3364|759998|4416|523461|5168|236537|3698|80546|2250|155991|3367|431321|3965|332861|4073|98460|2820
04000A0US33|519973|2058|336741|2762|268496|2769|68245|1837|23442|1290|44803|1505|183232|2577|140585|2542|42647|1592
04000A0US34|3507701|5116|2377513|7284|1746187|8557|631326|6322|178050|3564|453276|5117|1130188|6016|927585|6199|202603|3175
04000A0US35|801144|2582|488941|4249|328613|3935|160328|3471|51132|2074|109196|2845|312203|3388|257946|3252|54257|1961
04000A0US36|7564482|12212|4640577|13223|3204144|15681|1436433|9441|389954|5969|1046479|8072|2923905|12273|2348581|12345|575324|7048
04000A0US37|3993608|8485|2565155|9774|1884707|10467|680448|6556|181404|3709|499044|5553|1428453|8901|1171084|8216|257369|4356
04000A0US38|249916|1467|140752|2077|111762|1971|28990|1666|10562|1111|18428|1282|109164|2385|86851|2305|22313|1177
04000A0US39|4677125|8197|2851802|8700|2060855|11680|790947|7331|226433|3999|564514|5255|1825323|8229|1503895|8373|321428|4202
04000A0US40|1353452|2587|865904|4421|628906|4295|236998|3003|72265|1740|164733|2374|487548|4343|401977|4044|85571|2257
04000A0US41|1690664|4072|1042763|5046|788374|6052|254389|4076|82557|2573|171832|3246|647901|4499|479706|4456|168195|2928
04000A0US42|5125262|8590|3194016|10372|2361000|11517|833016|8090|239038|3896|593978|6504|1931246|8704|1585529|8475|345717|4908
04000A0US44|441570|1908|270523|2727|192500|2922|78023|2597|22677|1317|55346|2244|171047|2748|134164|2424|36883|1550
04000A0US45|1992832|5459|1301017|7025|951607|7739|349410|5300|88311|3077|261099|4118|691815|6469|574622|6511|117193|3110
04000A0US46|287172|1301|172882|1763|138121|1850|34761|1326|13176|865|21585|984|114290|1785|92888|1627|21402|1124
04000A0US47|2603369|5802|1667777|7377|1215321|7999|452456|5840|124049|3410|328407|4731|935592|6862|766501|6573|169091|3771
04000A0US48|10491390|14474|7100184|18601|5117841|23144|1982343|14575|565034|7803|1417309|11942|3391206|14059|2746288|13990|644918|8759
04000A0US49|1074619|2778|779903|3657|632489|4329|147414|2824|51497|1650|95917|2555|294716|3207|218434|3180|76282|2309
04000A0US50|218541|1254|127270|1494|100676|1507|26594|1036|8492|681|18102|867|91271|1626|68705|1679|22566|997
04000A0US51|3029305|6381|1965912|8434|1480083|10127|485829|5881|137296|3234|348533|4547|1063393|6027|854366|6213|209027|3495
04000A0US53|2998485|5714|1900082|7970|1472579|8744|427503|6312|142927|3703|284576|4730|1098403|7539|829142|6778|269261|3695
04000A0US54|553966|2534|344087|2966|255242|3146|88845|2274|26823|1337|62022|2032|209879|2884|173589|2791|36290|1548
04000A0US55|2196739|4718|1322442|5094|1016848|5679|305594|3897|99887|2455|205707|2835|874297|4988|693267|5185|181030|2835
04000A0US56|189496|1226|116527|1522|92067|1461|24460|1115|8755|783|15705|1028|72969|1696|59331|1623|13638|869
04000A0US72|1265313|4603|800893|5047|437149|4342|363744|4021|84131|2023|279613|4052|464420|4454|398386|3936|66034|2022
04000C0US01|1560621|4893|999395|5720|715995|5559|283400|3998|66025|2352|217375|3544|561226|5624|482288|5939|78938|2794
04000C0US02|184825|1408|119096|1697|91290|1761|27806|1330|10310|766|17496|1071|65729|1653|51557|1651|14172|954
04000C0US04|2729011|6333|1750224|7379|1277616|7610|472608|5194|152909|3571|319699|4019|978787|6968|750897|6824|227890|3796
04000C0US05|738929|3116|477281|4358|349271|4066|128010|2704|34503|1776|93507|2249|261648|3772|214834|3635|46814|2137
04000C0US06|13211494|16999|8984141|23110|6403273|29070|2580868|12479|840480|8006|1740388|9141|4227353|13388|3185503|12734|1041850|7486
04000C0US08|2073566|3510|1280907|5090|999448|6225|281459|4345|94703|2396|186756|3660|792659|5019|587736|5469|204923|3777
04000C0US09|1346750|3187|864291|4997|625236|5944|239055|3999|66563|2356|172492|3352|482459|4613|392904|5013|89555|2341
04000C0US10|295597|1078|189841|2064|133458|2122|56383|2232|14722|1038|41661|1930|105756|2084|86120|1985|19636|1137
04000C0US11|324491|1816|132514|2798|80186|2295|52328|1586|9951|974|42377|1483|191977|3036|153560|2868|38417|1492
04000C0US12|8504643|19576|5489528|20084|3970339|22995|1519189|9881|440292|7898|1078897|8877|3015115|12809|2404366|13077|610749|6931
04000C0US13|3392637|7573|2243246|10187|1577070|11533|666176|7533|163223|3657|502953|6958|1149391|8268|933466|7729|215925|4388
04000C0US15|394749|1807|270533|2117|198702|2264|71831|1967|22601|1216|49230|1420|124216|2187|98168|1916|26048|1199
04000C0US16|529638|1928|363998|3136|290136|3078|73862|2151|26239|1400|47623|1356|165640|3167|126733|3145|38907|1566
04000C0US17|4362034|6638|2716307|9171|1971046|10640|745261|7166|214634|3881|530627|6753|1645727|9173|1348453|8679|297274|4279
04000C0US18|2127458|4852|1341382|6001|986696|6829|354686|5099|104470|3105|250216|4196|786076|5856|636970|5658|149106|3403
04000C0US19|804308|2261|489108|3096|377581|3521|111527|2305|34711|1198|76816|2075|315200|3235|246159|3198|69041|1877
04000C0US20|823369|2810|524430|3081|406511|3459|117919|2687|36376|1659|81543|2019|298939|3015|241655|3377|57284|2017
04000C0US21|1132041|3419|709063|3915|514147|4695|194916|3676|57746|2014|137170|2717|422978|3752|344299|4088|78679|2434
04000C0US22|1525041|4371|952786|5780|637812|6281|314974|4195|80769|2433|234205|3663|572255|5524|482767|5392|89488|2521
04000C0US23|352201|1558|215192|2377|171510|2464|43682|1583|13725|1056|29957|1215|137009|2307|105951|2200|31058|1471
04000C0US24|2247865|3543|1464375|6439|1038361|7123|426014|5107|115332|3232|310682|3754|783490|5348|640089|5187|143401|3143
04000C0US25|2740636|5163|1710281|6860|1256253|7717|454028|6508|128258|3393|325770|5891|1030355|7259|787078|6388|243277|4482
04000C0US26|3383612|5781|2104717|7225|1534780|8591|569937|6163|163677|3691|406260|4772|1278895|5916|1045111|6180|233784|4280
04000C0US27|1787667|3689|1107661|4297|865772|5447|241889|4343|78050|2238|163839|3450|680006|4184|528304|4606|151702|2549
04000C0US28|568008|2363|375472|3721|253785|3735|121687|2556|27126|1429|94561|2203|192536|3642|166201|3116|26335|1429
04000C0US29|1920119|4756|1178928|6221|875425|6616|303503|4352|86458|2480|217045|3843|741191|5191|605688|5320|135503|2432
04000C0US30|259063|3703|152428|3225|122092|3144|30336|1243|11608|854|18728|952|106635|2254|79902|2143|26733|1224
04000C0US31|519356|1548|323589|2535|247903|2532|75686|1993|24038|1319|51648|1721|195767|2593|157704|2342|38063|1500
04000C0US32|1111143|3069|706784|4000|481572|4951|225212|3582|75931|2159|149281|3272|404359|3734|310855|3725|93504|2834
04000C0US33|348390|1564|226504|2282|179763|2075|46741|1625|15525|1101|31216|1445|121886|2147|92940|2097|28946|1375
04000C0US34|3507701|5116|2377513|7284|1746187|8557|631326|6322|178050|3564|453276|5117|1130188|6016|927585|6199|202603|3175
04000C0US35|573413|1883|344947|3204|233288|3118|111659|2704|35038|1582|76621|2349|228466|2997|186768|2909|41698|1718
04000C0US36|7152032|11636|4391153|12861|3021616|15065|1369537|9439|367999|5866|1001538|8057|2760879|12413|2216768|12074|544111|6921
04000C0US37|3379386|7387|2166090|8467|1603815|9535|562275|6086|150703|3248|411572|5211|1213296|7833|989021|7599|224275|4421
04000C0US38|202961|1228|112483|1976|89669|1726|22814|1397|7660|894|15154|1177|90478|2124|71218|2158|19260|1068
04000C0US39|4014270|6786|2428130|8035|1737835|10089|690295|6381|191718|3585|498577|5066|1586140|7696|1302875|7692|283265|4116
04000C0US40|1063943|2067|682937|3942|497234|3713|185703|2728|56837|1605|128866|2151|381006|3916|313073|3776|67933|2154
04000C0US41|1452075|3626|893831|4630|678539|5155|215292|3814|69940|2435|145352|3037|558244|4319|407836|4072|150408|2879
04000C0US42|4563746|7512|2833113|10085|2085040|10947|748073|7897|209942|3913|538131|6258|1730633|8821|1417899|8448|312734|4639
04000C0US44|441570|1908|270523|2727|192500|2922|78023|2597|22677|1317|55346|2244|171047|2748|134164|2424|36883|1550
04000C0US45|1823077|4947|1190525|6620|874820|7234|315705|5178|79955|2846|235750|3935|632552|6114|522329|6186|110223|2986
04000C0US46|188581|994|117055|1598|92579|1619|24476|1210|9015|740|15461|998|71526|1650|57938|1609|13588|948
04000C0US47|2227192|5421|1420545|7007|1031445|7036|389100|5449|104553|3178|284547|4549|806647|6676|657865|6046|148782|3758
04000C0US48|9899249|13386|6695943|17996|4824481|22452|1871462|14198|534612|7751|1336850|11643|3203306|14078|2586531|13790|616775|8512
04000C0US49|985104|2647|714441|3525|577537|4291|136904|2732|47559|1683|89345|2434|270663|3201|199175|3194|71488|2155
04000C0US50|94559|692|54281|1121|43252|1165|11029|727|3546|469|7483|590|40278|1147|27696|1027|12582|864
04000C0US51|2927319|6082|1903036|8177|1437358|9914|465678|5683|132118|3086|333560|4486|1024283|5962|820265|6181|204018|3492
04000C0US53|2741154|4994|1735646|7495|1345371|8210|390275|5769|130208|3550|260067|4251|1005508|7100|757532|6488|247976|3429
04000C0US54|449094|2255|277853|2610|205811|2764|72042|2042|21605|1258|50437|1830|171241|2513|141304|2442|29937|1489
04000C0US55|1842207|3975|1100339|4569|840600|5104|259739|3569|83652|2339|176087|2731|741868|4452|586120|4533|155748|2520
04000C0US56|77165|669|47513|1022|36997|1088|10516|765|3457|515|7059|664|29652|1207|25138|1114|4514|629
04000C0US72|1211147|4344|765575|4885|417467|4194|348108|3825|79807|2024|268301|3827|445572|4388|382322|4036|63250|1936
04000C1US01|581310|3376|321997|2914|202039|3076|119958|2520|23613|1381|96345|2416|259313|3974|219751|3823|39562|1788
04000C1US02|125294|1128|78335|1454|58332|1446|20003|1125|6809|682|13194|976|46959|1471|36578|1504|10381|783
04000C1US04|1638074|4794|1000921|5621|697753|6025|303168|4999|98735|3007|204433|3855|637153|4947|477461|5272|159692|3288
04000C1US05|353537|2464|205082|2716|140360|2625|64722|2105|15966|1288|48756|1766|148455|3114|120392|2896|28063|1801
04000C1US06|6532077|11006|4125454|12515|2898797|15589|1226657|8387|395880|6116|830777|6342|2406623|12260|1783726|9980|622897|6456
04000C1US08|1046128|2975|582244|3884|433630|4231|148614|2643|47238|1766|101376|2387|463884|3965|340169|3763|123715|2761
04000C1US09|412654|2465|237472|2712|138598|3034|98874|2824|25263|1585|73611|2507|175182|3101|142870|3155|32312|1487
04000C1US10|47083|1106|22983|838|11744|742|11239|736|2026|358|9213|714|24100|1354|20633|1297|3467|509
04000C1US11|324491|1816|132514|2798|80186|2295|52328|1586|9951|974|42377|1483|191977|3036|153560|2868|38417|1492
04000C1US12|2624429|7988|1516516|7999|1044714|8694|471802|5715|134110|4219|337692|5173|1107913|8560|874379|8758|233534|4718
04000C1US13|875971|3671|463751|4366|290139|4197|173612|3461|35732|1720|137880|3008|412220|4310|329250|4375|82970|2723
04000C1US15|151505|1794|87044|1189|61661|1137|25383|1188|7767|762|17616|922|64461|1946|52090|1806|12371|744
04000C1US16|207442|1643|123562|1840|93453|1966|30109|1407|10024|807|20085|1051|83880|2114|64424|1952|19456|1116
04000C1US17|1732849|4849|919943|5240|604343|5545|315600|4568|84165|2635|231435|4033|812906|6996|653318|6151|159588|3152
04000C1US18|915323|3369|504688|3805|334085|3764|170603|3171|45027|1976|125576|2519|410635|4288|326758|4376|83877|2326
04000C1US19|385775|2058|204099|2422|143671|2596|60428|1724|18285|944|42143|1507|181676|2616|137526|2452|44150|1569
04000C1US20|443473|2542|257299|2146|186112|2432|71187|2170|19831|1155|51356|1892|186174|2343|147747|2456|38427|1656
04000C1US21|495168|2348|278628|2720|184306|2743|94322|2414|26065|1324|68257|2071|216540|3307|173430|3363|43110|1954
04000C1US22|585058|3187|316447|3037|191565|2821|124882|2433|27698|1732|97184|2097|268611|3764|224973|3725|43638|1904
04000C1US23|86134|1105|41964|1027|30493|996|11471|693|3292|475|8179|557|44170|1390|33776|1435|10394|792
04000C1US24|493536|2644|263031|2919|161808|2438|101223|2580|22868|1220|78355|2369|230505|3239|187572|3169|42933|1750
04000C1US25|618676|2400|319236|3135|207401|3228|111835|2809|28210|1483|83625|2451|299440|3630|210910|3187|88530|2446
04000C1US26|1005735|3497|551609|3947|335248|3338|216361|3267|53543|2133|162818|2938|454126|4327|370783|3903|83343|2457
04000C1US27|670175|2539|347305|2887|259683|2975|87622|2562|26206|1298|61416|2004|322870|2616|244188|2802|78682|2018
04000C1US28|131275|1502|72707|1366|37560|1226|35147|1186|6177|695|28970|1153|58568|1886|49198|1783|9370|753
04000C1US29|613979|2943|304602|3032|203139|2746|101463|2433|26648|1449|74815|2120|309377|3344|246711|3227|62666|1904
04000C1US30|152058|1247|78195|1522|59300|1328|18895|1058|6908|716|11987|745|73863|1844|54982|1805|18881|981
04000C1US31|345086|1368|197363|1955|142997|2073|54366|1613|16628|1041|37738|1424|147723|2033|118421|1821|29302|1352
04000C1US32|683171|2932|424087|2915|286339|3669|137748|2714|45766|1597|91982|2672|259084|3142|200225|3137|58859|2221
04000C1US33|86296|1084|48519|1154|33197|1198|15322|962|5019|702|10303|760|37777|1481|28284|1360|9493|852
04000C1US34|378019|2936|228246|2984|127878|2578|100368|2363|26848|1294|73520|2110|149773|3107|118807|3290|30966|1455
04000C1US35|350285|1811|189406|2396|122329|2565|67077|2252|20880|1283|46197|1838|160879|2524|131336|2551|29543|1458
04000C1US36|3915780|7611|2208605|10799|1331751|9792|876854|7749|217758|4406|659096|6701|1707175|10687|1359332|9694|347843|6119
04000C1US37|1499876|4752|847213|5295|576485|5338|270728|3861|66889|2385|203839|3485|652663|6157|520374|5900|132289|3646
04000C1US38|140473|1188|69304|1640|52566|1360|16738|1180|5449|823|11289|913|71169|2065|56148|1977|15021|990
04000C1US39|1173850|4390|588430|4131|325413|3978|263017|3586|63701|1836|199316|3141|585420|4933|470844|5304|114576|2816
04000C1US40|506103|2473|299282|2725|202158|2487|97124|2223|27893|1100|69231|1834|206821|3065|169691|2852|37130|1461
04000C1US41|703964|3170|379326|3224|277168|3310|102158|2244|32190|1606|69968|1889|324638|3801|229952|3716|94686|2349
04000C1US42|1166995|3984|599073|5064|329633|5185|269440|4561|61809|2703|207631|3900|567922|5540|452384|5326|115538|3000
04000C1US44|107552|1395|59324|1277|37937|1371|21387|1306|6651|805|14736|1152|48228|1692|36582|1519|11646|951
04000C1US45|399901|2864|223883|2409|157696|2423|66187|2094|13737|1179|52450|1954|176018|3214|140108|3042|35910|1709
04000C1US46|118360|927|66538|1202|49923|1209|16615|1003|5723|628|10892|834|51822|1335|42024|1299|9798|811
04000C1US47|1040757|4118|573509|4653|363590|4676|209919|4146|51009|2181|158910|3250|467248|4876|372942|4405|94306|2933
04000C1US48|5213007|8962|3178872|10521|2128631|12913|1050241|10070|293412|5715|756829|8039|2034135|11450|1624441|11511|409694|6687
04000C1US49|290783|1802|177355|1946|139315|2014|38040|1409|13085|746|24955|1199|113428|2192|79074|2018|34354|1483
04000C1US50|26970|610|10972|575|8410|511|2562|376|844|245|1718|296|15998|692|9846|636|6152|509
04000C1US51|990095|3144|551308|4362|381976|4955|169332|3002|43063|1959|126269|2442|438787|3685|341444|3787|97343|2486
04000C1US53|1265471|4386|684663|4779|508566|5072|176097|3536|56277|1978|119820|2837|580808|5861|436034|5353|144774|3021
04000C1US54|107161|1243|55383|928|37045|1033|18338|855|5098|581|13240|789|51778|1523|42741|1469|9037|804
04000C1US55|751094|3067|390697|3142|252698|3006|137999|2646|39289|1471|98710|2216|360397|3853|279036|3561|81361|2076
04000C1US56|54805|714|31443|837|23693|912|7750|652|2515|431|5235|533|23362|1047|19766|982|3596|563
04000C1US72|377450|2792|212213|3154|106370|2411|105843|2455|20454|1139|85389|2164|165237|2655|143545|2458|21692|1068
04000C2US01|979311|4221|677398|4118|513956|4231|163442|2887|42412|1883|121030|2446|301913|4628|262537|4651|39376|1947
04000C2US02|59531|783|40761|725|32958|831|7803|601|3501|413|4302|411|18770|835|14979|810|3791|448
04000C2US04|1090937|4690|749303|3579|579863|4335|169440|3110|54174|1958|115266|2795|341634|4521|273436|4278|68198|2211
04000C2US05|385392|2192|272199|2702|208911|2882|63288|2175|18537|1251|44751|1718|113193|2418|94442|2462|18751|1101
04000C2US06|6679417|12737|4858687|13311|3504476|16726|1354211|8824|444600|5524|909611|6496|1820730|11906|1401777|9748|418953|5447
04000C2US08|1027438|2834|698663|3526|565818|4258|132845|3171|47465|1890|85380|2574|328775|3986|247567|4088|81208|2182
04000C2US09|934096|3313|626819|3491|486638|4045|140181|2871|41300|1765|98881|2414|307277|4101|250034|4492|57243|1775
04000C2US10|248514|1341|166858|2026|121714|1930|45144|1998|12696|954|32448|1709|81656|2414|65487|2318|16169|921
04000C2US12|5880214|15706|3973012|15986|2925625|18126|1047387|9478|306182|6841|741205|7348|1907202|11485|1529987|11166|377215|6272
04000C2US13|2516666|6779|1779495|8198|1286931|9424|492564|6563|127491|3223|365073|5963|737171|6956|604216|6655|132955|3414
04000C2US15|243244|1724|183489|1790|137041|1925|46448|1589|14834|844|31614|1201|59755|1788|46078|1434|13677|936
04000C2US16|322196|1676|240436|2391|196683|2292|43753|1615|16215|1144|27538|1310|81760|2336|62309|2344|19451|1231
04000C2US17|2629185|6916|1796364|6499|1366703|7610|429661|5610|130469|3260|299192|4637|832821|8182|695135|7950|137686|2716
04000C2US18|1212135|3918|836694|4590|652611|5299|184083|3928|59443|2306|124640|2957|375441|4533|310212|4486|65229|2587
04000C2US19|418533|2052|285009|1732|233910|1909|51099|1380|16426|842|34673|1375|133524|2512|108633|2515|24891|1165
04000C2US20|379896|2111|267131|2290|220399|2596|46732|1676|16545|1033|30187|1198|112765|2425|93908|2302|18857|1075
04000C2US21|636873|2595|430435|2812|329841|3340|100594|2679|31681|1513|68913|2028|206438|2460|170869|2718|35569|1603
04000C2US22|939983|3727|636339|4496|446247|5177|190092|3691|53071|1970|137021|3359|303644|4085|257794|4250|45850|2000
04000C2US23|266067|1590|173228|2092|141017|2380|32211|1347|10433|887|21778|1190|92839|2410|72175|2156|20664|1085
04000C2US24|1754329|3279|1201344|4984|876553|6178|324791|4679|92464|2985|232327|3347|552985|4346|452517|4106|100468|2649
04000C2US25|2121960|4792|1391045|5417|1048852|6543|342193|5531|100048|3063|242145|4820|730915|5788|576168|5676|154747|3715
04000C2US26|2377877|5431|1553108|5342|1199532|7059|353576|5186|110134|3011|243442|3827|824769|4996|674328|5401|150441|3136
04000C2US27|1117492|2859|760356|3191|606089|3938|154267|3297|51844|1797|102423|2765|357136|3496|284116|3350|73020|1732
04000C2US28|436733|2412|302765|3222|216225|3242|86540|2193|20949|1257|65591|1845|133968|3389|117003|3004|16965|1140
04000C2US29|1306140|3928|874326|4733|672286|5311|202040|3418|59810|1888|142230|3089|431814|4911|358977|4901|72837|2173
04000C2US30|107005|3495|74233|2998|62792|2953|11441|795|4700|494|6741|611|32772|1506|24920|1259|7852|816
04000C2US31|174270|1003|126226|1300|104906|1321|21320|957|7410|676|13910|838|48044|1429|39283|1268|8761|679
04000C2US32|427972|2514|282697|2528|195233|3183|87464|2762|30165|1388|57299|2307|145275|2671|110630|2408|34645|1407
04000C2US33|262094|1498|177985|1694|146566|1862|31419|1281|10506|862|20913|1116|84109|1710|64656|1711|19453|1147
04000C2US34|3129682|5211|2149267|6649|1618309|8068|530958|5515|151202|3180|379756|4488|980415|6200|808778|6237|171637|2754
04000C2US35|223128|2144|155541|2018|110959|2081|44582|1719|14158|1011|30424|1469|67587|1968|55432|1788|12155|965
04000C2US36|3236252|7279|2182548|6456|1689865|9034|492683|6317|150241|3833|342442|4784|1053704|6934|857436|7448|196268|3243
04000C2US37|1879510|6404|1318877|5582|1027330|6478|291547|4593|83814|2759|207733|3965|560633|6116|468647|5585|91986|2471
04000C2US38|62488|810|43179|886|37103|924|6076|619|2211|328|3865|497|19309|1062|15070|1008|4239|501
04000C2US39|2840420|6314|1839700|5485|1412422|7812|427278|5837|128017|3198|299261|4372|1000720|6788|832031|7132|168689|2913
04000C2US40|557840|2088|383655|2414|295076|2619|88579|1769|28944|1111|59635|1466|174185|2759|143382|2588|30803|1393
04000C2US41|748111|3352|514505|3354|401371|3451|113134|2950|37750|1650|75384|2316|233606|3648|177884|3232|55722|1776
04000C2US42|3396751|6845|2234040|7177|1755407|8626|478633|6586|148133|3129|330500|5116|1162711|7176|965515|6715|197196|3613
04000C2US44|334018|2020|211199|2118|154563|2373|56636|2228|16026|1129|40610|1978|122819|2345|97582|2230|25237|1354
04000C2US45|1423176|4914|966642|5561|717124|6121|249518|4506|66218|2593|183300|3554|456534|5880|382221|5883|74313|2305
04000C2US46|70221|924|50517|938|42656|988|7861|599|3292|481|4569|509|19704|1155|15914|1039|3790|490
04000C2US47|1186435|4198|847036|4844|667855|4907|179181|3511|53544|2129|125637|3026|339399|4370|284923|4070|54476|2002
04000C2US48|4686242|10799|3517071|11593|2695850|13021|821221|8577|241200|5635|580021|7045|1169171|9728|962090|8262|207081|4780
04000C2US49|694321|2549|537086|2748|438222|3382|98864|2328|34474|1361|64390|2146|157235|2573|120101|2623|37134|1529
04000C2US50|67589|785|43309|920|34842|1015|8467|663|2702|426|5765|543|24280|1122|17850|991|6430|654
04000C2US51|1937224|4153|1351728|6052|1055382|7011|296346|4804|89055|2699|207291|3445|585496|4865|478821|5017|106675|2342
04000C2US53|1475683|4220|1050983|4602|836805|5058|214178|3941|73931|2714|140247|3126|424700|5158|321498|4535|103202|2552
04000C2US54|341933|2134|222470|2430|168766|2365|53704|1869|16507|1038|37197|1712|119463|2448|98563|2362|20900|1311
04000C2US55|1091113|3396|709642|3153|587902|3460|121740|2710|44363|1604|77377|2217|381471|4105|307084|3686|74387|1930
04000C2US56|22360|564|16070|472|13304|514|2766|404|942|255|1824|344|6290|664|5372|618|918|252
04000C2US72|833697|4487|553362|4167|311097|3313|242265|3210|59353|1728|182912|3116|280335|3691|238777|3136|41558|1734
04000E0US01|278578|1601|185763|1889|130713|2173|55050|1942|14862|914|40188|1760|92815|1830|81456|1759|11359|781
